NN_M,NN_PSM,City,County?,Agency,State,Variable,1985 ,1986 ,1987 ,1988 ,1989 ,1990 ,1991 ,1992 ,1993 ,1994 ,1995 ,1996 ,1997 ,1998 ,1999 ,2000 ,2001 ,2002 ,2003 ,2004 ,2005 ,2006 ,2007 ,2008 ,2009 ,2010 ,2011 ,2012 ,2013 ,2014 
0,0,Johnson,1,Johnson County Sheriff Office,TX,Violent Crime Total,102,76,42,34,96,50,61,71,39,102,64,96,102,156,96,114,105,147,126,200,239,137,177,225,146,99,128,144,86,70
1,1,Katy,0,Katy Police Dept,TX,Violent Crime Total,13,17,13,12,11,25,23,20,30,33,35,33,26,20,47,58,94,72,89,117,99,131,59,42,49,36,33,30,38,44
0,0,Kaufman,1,Kaufman County Sheriff Department,TX,Violent Crime Total,51,76,62,62,100,58,94,105,90,100,87,72,82,92,109,102,154,234,314,388,176,200,206,265,254,185,140,143,122,104
0,0,Keller,0,Keller Police Dept,TX,Violent Crime Total,13,14,17,26,31,69,69,40,62,33,13,8,17,24,43,80,81,85,27,18,36,25,19,17,27,18,24,15,27,24
0,0,Kerr,1,Kerr County Sheriff Department,TX,Violent Crime Total,11,65,51,24,53,65,103,76,72,77,62,45,40,18,26,31,18,17,31,54,27,27,24,39,44,33,33,31,24,42
0,0,Kerrville,0,Kerrville Police Dept,TX,Violent Crime Total,59,90,99,99,71,47,69,44,47,125,65,74,59,37,59,53,60,26,40,39,66,44,73,73,52,44,45,39,48,71
0,0,Kilgore,0,Kilgore Police Dept,TX,Violent Crime Total,44,58,124,108,59,55,134,110,121,123,87,83,79,100,59,88,69,64,59,59,52,41,60,50,43,51,41,63,53,51
0,0,Killeen,0,Killeen Police Dept,TX,Violent Crime Total,277,339,302,271,267,281,413,419,543,421,447,479,538,573,529,575,556,711,788,771,806,787,815,885,750,993,815,851,753,846
0,0,Kingsville,0,Kingsville Police Dept,TX,Violent Crime Total,84,167,103,171,212,200,194,144,218,155,125,127,193,143,138,115,122,237,156,136,182,245,243,208,214,266,232,142,103,191
0,0,Kyle,0,Kyle Police Dept,TX,Violent Crime Total,12,21,19,13,14,8,10,10,11,14,13,17,11,8,11,5,,21,19,18,14,4,19,33,17,51,81,107,90,67
0,0,La,0,La Marque Police Dept,TX,Violent Crime Total,48,37,41,63,45,42,53,44,51,64,47,40,34,47,49,29,57,74,89,65,101,92,121,145,151,138,60,75,70,75
0,0,La,0,La Porte Police Dept,TX,Violent Crime Total,74,49,63,104,79,87,108,124,121,96,95,99,128,81,53,76,113,79,70,73,32,90,92,166,68,47,46,61,40,70
0,0,Lake,0,Lake Jackson Police Dept,TX,Violent Crime Total,20,21,15,12,20,14,55,48,17,15,22,11,21,21,26,26,31,38,32,39,34,33,56,47,40,49,40,24,40,35
0,0,Lakeway,0,Lakeway Police Dept,TX,Violent Crime Total,1,0,3,4,3,0,2,1,0,1,12,10,7,5,3,12,1,2,5,15,5,7,13,18,14,20,11,23,16,18
0,0,Lancaster,0,Lancaster Police Dept,TX,Violent Crime Total,39,62,51,48,34,42,62,88,115,162,136,120,129,126,130,197,215,227,132,135,156,176,204,131,,,110,106,179,106
0,0,Laredo,0,Laredo,TX,Violent Crime Total,600,600,555,763,1138,750,879,904,1053,994,1107,1040,813,836,829,972,1121,1107,1317,1088,1054,1198,1281,1357,1294,1142,1120,1036,1027,976
0,0,League,0,League City Police Dept,TX,Violent Crime Total,36,41,27,30,28,35,46,49,49,64,55,34,57,49,48,49,64,33,55,41,42,83,87,96,122,69,94,79,96,98
0,0,Leander,0,Leander City Police Dept,TX,Violent Crime Total,6,4,6,12,10,12,16,14,22,33,16,14,18,21,29,11,33,28,21,40,30,19,40,32,26,29,20,41,26,38
0,0,Leon,0,Leon Valley Police Dept,TX,Violent Crime Total,21,40,17,34,16,41,49,44,40,35,40,26,,34,35,29,31,32,47,55,38,33,41,32,41,38,25,28,26,41
0,0,Levelland,0,Levelland Police Dept,TX,Violent Crime Total,70,33,32,36,56,34,38,26,36,30,30,14,67,126,106,68,35,45,80,58,53,64,81,96,70,92,70,86,67,61
0,0,Lewisville,0,Lewisville Police Dept,TX,Violent Crime Total,113,93,92,133,114,170,170,152,153,107,165,139,146,155,,168,189,211,169,183,199,215,185,235,197,240,183,168,245,201
0,0,Liberty,1,Liberty County Sheriff Department,TX,Violent Crime Total,129,135,129,65,97,107,101,53,82,71,68,61,62,69,74,86,72,175,86,140,113,139,184,150,151,189,165,152,181,196
0,0,Little,0,Little Elm Police Dept,TX,Violent Crime Total,,,,,,,,,,,,,,,,,,,,,20,20,28,21,22,11,14,25,48,41
0,0,Live,0,Live Oak City Police Dept,TX,Violent Crime Total,22,27,22,34,23,31,43,79,29,44,43,37,20,34,36,28,30,27,20,25,32,27,23,23,31,21,29,27,45,33
0,0,Lockhart,0,Lockhart Police Dept,TX,Violent Crime Total,29,24,21,63,51,79,124,81,119,108,88,125,77,70,72,58,52,59,69,65,58,77,83,77,77,77,53,61,45,25
0,0,Longview,0,Longview Police Dept,TX,Violent Crime Total,265,299,247,382,461,1099,770,690,622,673,511,521,432,499,393,474,551,575,500,809,846,719,740,808,713,582,412,463,451,376
0,0,Lubbock,1,Lubbock County Sheriff Office,TX,Violent Crime Total,112,139,90,107,100,123,111,198,151,147,172,94,105,80,76,51,99,88,83,86,103,99,104,112,176,174,111,144,86,122
0,0,Lubbock,0,Lubbock Police Dept,TX,Violent Crime Total,1522,1741,1107,997,978,1116,1065,1223,1275,1349,1905,2066,1836,2003,2394,2508,2469,2514,2395,2200,2222,2169,1953,2098,2079,2001,1800,1962,1829,2084
0,0,Lufkin,0,Lufkin Police Dept,TX,Violent Crime Total,128,275,238,177,151,172,150,215,257,278,210,254,230,219,226,209,216,172,200,234,188,221,198,176,167,183,193,221,127,157
0,0,Lumberton,0,Lumberton,TX,Violent Crime Total,,,,,,10,3,4,4,11,9,7,9,4,7,12,9,6,10,10,9,19,11,9,12,11,14,14,24,26
0,0,Mansfield,0,Mansfield Police Dept,TX,Violent Crime Total,32,46,54,58,52,59,76,116,129,125,81,87,93,110,50,56,63,59,74,64,108,91,82,79,113,79,62,74,80,59
0,0,Marshall,0,Marshall Police Dept,TX,Violent Crime Total,70,134,141,178,186,254,254,267,222,199,203,237,177,133,122,104,140,109,128,139,127,141,191,157,174,150,194,146,141,153
0,0,Maverick,1,Maverick County Sheriff Department,TX,Violent Crime Total,31,52,64,16,32,37,38,84,94,152,81,58,102,96,46,41,37,70,99,116,146,88,180,205,69,73,130,114,69,65
0,0,Mcallen,0,Mcallen Police Dept,TX,Violent Crime Total,257,428,405,403,453,463,602,640,718,732,683,546,417,323,376,389,474,533,512,540,421,383,372,371,348,299,246,166,171,181
0,0,Mckinney,0,Mckinney Police Dept,TX,Violent Crime Total,128,94,113,218,287,350,355,317,325,280,177,191,178,129,144,158,175,194,169,186,226,274,255,272,247,224,241,229,207,224
0,0,Mclennan,1,Mclennan County Sheriff Department,TX,Violent Crime Total,54,53,32,51,42,70,77,84,76,75,57,72,66,98,90,79,108,88,97,90,92,90,114,112,105,109,86,80,69,66
0,0,Medina,1,Medina County Sheriff Department,TX,Violent Crime Total,40,47,40,32,24,27,29,36,50,68,53,52,23,39,60,62,99,65,52,48,47,51,60,43,41,41,33,28,25,25
0,0,Mercedes,0,Mercedes Police Dept,TX,Violent Crime Total,56,65,67,64,80,119,144,179,185,152,153,108,94,97,113,139,97,25,96,77,52,69,94,111,84,88,101,108,106,102
0,0,Mesquite,0,Mesquite Police Dept,TX,Violent Crime Total,449,577,588,614,563,580,601,670,656,574,601,438,441,396,441,427,466,447,463,466,530,496,577,492,534,482,397,442,402,432
0,0,Midland,1,Midland County Sheriff Office,TX,Violent Crime Total,124,122,118,74,50,57,57,74,59,52,52,59,55,52,44,48,50,33,49,27,36,62,88,90,31,29,52,37,55,74
0,0,Midland,0,Midland Police Dept,TX,Violent Crime Total,459,425,448,479,440,495,997,451,448,482,473,377,408,356,359,395,407,561,510,,408,373,343,420,426,407,334,398,350,407
0,0,Midlothian,0,Midlothian Police Dept,TX,Violent Crime Total,26,30,21,8,21,22,24,23,29,20,26,18,26,27,9,13,17,14,14,19,15,18,17,42,48,35,24,17,25,28
0,0,Mineral,0,Mineral Wells Police Dept,TX,Violent Crime Total,56,60,31,52,89,125,104,88,102,142,99,91,97,76,79,67,56,39,39,63,66,55,60,92,83,94,81,60,55,44
0,0,Mission,0,Mission Police Dept,TX,Violent Crime Total,97,86,86,79,130,88,102,82,70,75,71,65,95,80,51,55,85,80,58,92,72,64,94,118,124,92,100,104,72,95
0,0,Missouri,0,Missouri City Police Dept,TX,Violent Crime Total,85,87,91,123,103,107,111,100,103,147,109,132,114,99,98,97,140,152,146,134,168,145,163,169,123,186,90,86,72,126
0,0,Montgomery,1,Montgomery County Sheriff Department,TX,Violent Crime Total,255,412,420,539,504,482,532,458,385,454,646,640,1315,851,706,754,720,800,850,919,941,791,841,706,1045,862,648,521,469,597
0,0,Mount,0,Mount Pleasant Police Dept,TX,Violent Crime Total,21,42,46,44,46,56,60,69,47,57,97,182,147,144,88,79,58,61,73,77,51,41,67,70,64,50,37,32,41,78
1,1,Murphy,0,Murphy City Police Dept,TX,Violent Crime Total,,,,,,,,,,,,,,,,,,,,,,,7,9,10,8,11,5,4,13
0,0,Nacogdoches,1,Nacogdoches County Sheriff Department,TX,Violent Crime Total,73,52,32,18,20,69,112,93,82,108,59,71,42,71,68,60,87,71,71,98,114,85,115,109,83,73,85,73,67,78
0,0,Nacogdoches,0,Nacogdoches Police Dept,TX,Violent Crime Total,129,231,200,190,173,230,225,260,223,251,271,290,237,120,128,223,145,215,119,99,111,92,107,97,185,329,213,133,97,110
0,0,Nederland,0,Nederland Police Dept,TX,Violent Crime Total,48,39,30,19,13,21,24,29,23,46,24,25,21,23,21,24,24,33,32,49,39,66,52,28,51,63,65,61,58,63
0,0,New,0,New Braunfels Police Dept,TX,Violent Crime Total,164,198,210,231,250,195,384,410,548,192,219,109,121,89,72,194,353,292,156,138,122,132,158,134,142,121,119,115,147,182
0,0,North,0,North Richland Hills Police Dept,TX,Violent Crime Total,112,146,157,129,146,181,189,164,150,167,158,129,145,131,115,188,123,158,197,142,158,188,266,272,178,226,185,170,157,120
0,0,Odessa,0,Odessa Police Dept,TX,Violent Crime Total,367,624,537,429,458,651,848,873,771,608,1125,1105,819,828,560,500,512,539,588,561,590,614,529,675,787,726,748,1103,1080,1068
0,0,Orange,1,Orange County Sheriff Department,TX,Violent Crime Total,64,120,137,56,44,45,59,78,69,64,137,100,78,89,90,131,155,227,150,172,158,142,112,97,103,81,107,93,89,92
0,0,Orange,0,Orange Police Dept,TX,Violent Crime Total,211,230,226,229,347,346,300,299,254,256,236,233,258,270,210,175,179,175,191,199,206,195,208,212,161,146,153,112,111,72
0,0,Palestine,0,Palestine Police Dept,TX,Violent Crime Total,106,194,171,200,219,193,228,213,217,206,199,284,263,239,175,185,130,70,74,65,80,115,121,140,167,72,101,162,113,109
0,0,Pampa,0,Pampa Police Dept,TX,Violent Crime Total,186,131,179,74,75,264,385,455,95,87,66,77,64,174,108,94,94,106,140,76,81,165,114,141,119,111,118,110,186,105
0,0,Paris,0,Paris Police Dept,TX,Violent Crime Total,391,381,406,451,374,457,540,455,446,618,528,501,354,386,361,524,350,418,343,372,250,220,140,160,169,146,166,155,170,139
1,1,Parker,1,Parker County Sheriff Department,TX,Violent Crime Total,57,52,57,58,77,70,64,117,111,130,110,83,50,70,89,78,105,70,57,54,60,86,79,61,80,104,121,67,64,79
1,1,Pasadena,0,Pasadena Police Dept,TX,Violent Crime Total,706,648,746,699,871,1203,1409,1374,1644,1297,1055,903,949,1059,669,543,763,619,578,580,632,620,635,645,706,611,566,622,592,591
0,0,Pearland,0,Pearland Police Dept,TX,Violent Crime Total,60,64,42,76,74,85,174,42,52,73,59,65,53,58,60,66,70,97,67,105,86,114,125,112,132,128,125,123,153,160
1,1,Pflugerville,0,Pflugerville Police Dept,TX,Violent Crime Total,4,13,14,5,3,7,23,12,13,40,52,38,26,20,12,19,23,16,26,34,27,42,53,38,69,68,63,61,59,61
0,0,Pharr,0,Pharr Police Dept,TX,Violent Crime Total,48,131,153,120,120,196,185,289,328,250,239,391,316,314,289,266,244,304,332,247,198,190,249,260,302,251,256,270,230,291
0,0,Plainview,0,Plainview Police Dept,TX,Violent Crime Total,110,157,131,105,152,139,180,149,129,131,135,112,100,79,72,83,69,102,96,75,72,105,87,82,83,72,66,61,57,53
1,1,Plano,0,Plano Police Dept,TX,Violent Crime Total,151,137,150,192,307,443,427,495,487,573,647,569,609,824,794,623,588,669,709,649,730,738,670,605,471,484,429,358,407,459
0,0,Polk,1,Polk County Sheriff Office,TX,Violent Crime Total,29,63,24,13,32,38,59,67,88,39,29,43,43,49,34,37,33,66,37,60,82,77,63,53,63,70,65,66,80,103
0,0,Portland,0,Portland Police Dept,TX,Violent Crime Total,9,17,18,16,17,7,11,12,12,11,12,9,35,47,23,27,33,32,31,32,15,20,20,17,18,18,21,15,22,22
0,0,Raymondville,0,Raymondville Police Dept,TX,Violent Crime Total,47,57,30,67,103,124,55,87,162,69,41,53,68,60,62,62,58,62,54,70,131,170,239,259,243,191,148,78,178,123
0,0,Red,0,Red Oak Police Dept,TX,Violent Crime Total,6,10,4,12,19,39,40,55,32,11,15,7,6,21,9,9,4,18,21,23,21,11,17,20,8,14,20,11,11,12
1,1,Richardson,0,Richardson Police Dept,TX,Violent Crime Total,119,164,159,200,212,257,308,315,219,241,232,253,209,233,267,280,257,282,244,255,260,237,289,270,231,194,173,171,128,179
0,0,Richmond,0,Richmond Police Dept,TX,Violent Crime Total,59,44,59,98,117,198,164,171,169,101,126,64,98,57,69,49,52,57,54,64,68,60,70,54,60,54,53,45,53,48
0,0,Rio,0,Rio Grande Police Dept,TX,Violent Crime Total,,,,,,,,,,,,67,78,60,53,68,55,73,58,60,50,25,54,57,45,39,41,24,44,34
0,0,Robinson,0,Robinson Police Dept,TX,Violent Crime Total,7,1,7,20,30,21,18,39,27,24,10,11,11,8,10,11,18,15,15,18,20,12,14,28,15,8,9,9,19,29
0,0,Robstown,0,Robstown Police Dept,TX,Violent Crime Total,30,46,46,48,60,52,44,78,57,80,67,70,,,48,47,73,106,42,54,83,38,78,22,22,66,21,21,15,133
0,0,Rockport,0,Rockport Police Dept,TX,Violent Crime Total,21,51,37,61,28,54,114,166,166,40,27,27,18,19,24,12,23,26,17,24,29,31,13,19,18,14,17,33,32,31
0,0,Rockwall,0,Rockwall Police Dept,TX,Violent Crime Total,20,31,32,23,16,16,29,35,55,23,27,32,20,27,32,30,43,39,30,41,52,64,36,51,46,26,47,42,25,41
0,0,Rosenberg,0,Rosenberg Police Dept,TX,Violent Crime Total,174,179,239,224,220,241,238,260,263,244,196,218,209,173,163,143,124,124,144,220,123,78,96,87,65,91,68,81,94,92
0,0,Round,0,Round Rock Police Dept,TX,Violent Crime Total,69,124,104,125,124,118,124,308,78,93,82,92,95,112,91,116,108,116,,94,121,104,112,128,128,116,115,141,149,140
0,0,Rowlett,0,Rowlett Police Dept,TX,Violent Crime Total,20,65,22,28,34,54,60,95,111,61,81,61,75,68,65,64,75,48,55,71,69,65,73,76,61,76,65,71,84,74
0,0,Royse,0,Royse City Police Dept,TX,Violent Crime Total,4,9,6,8,5,9,10,28,20,15,8,18,10,6,3,3,11,4,8,4,4,8,47,38,23,30,24,6,8,11
0,0,Rusk,1,Rusk County Sheriff Department,TX,Violent Crime Total,5,2,6,79,112,49,69,46,41,37,77,86,92,94,60,59,74,100,121,156,134,75,86,105,58,68,73,102,73,72
0,0,Sachse,0,Sachse City Police Dept,TX,Violent Crime Total,1,7,35,28,15,8,14,15,5,7,18,12,6,14,10,7,16,22,18,15,21,11,21,21,13,12,14,23,14,18
0,0,Saginaw,0,Saginaw Police Dept,TX,Violent Crime Total,6,5,18,10,5,12,8,13,23,26,38,27,22,27,26,36,30,16,29,41,37,32,37,53,51,45,42,35,53,49
0,0,San,0,San Angelo Police Dept,TX,Violent Crime Total,404,411,345,404,508,516,495,566,463,494,401,453,403,330,361,341,467,394,413,395,375,397,364,371,365,279,250,269,270,327
0,0,San Antonio,0,San Antonio Police Dept,TX,Violent Crime Total,5393,6237,6092,5273,5253,5730,7573,7131,6725,6471,5178,4741,4170,4969,6340,7908,9546,9769,7252,7846,8007,7977,7327,9699,7844,8434,7038,6943,8828,7704
0,0,San,0,San Benito Police Dept,TX,Violent Crime Total,46,100,78,62,98,77,82,91,127,97,121,118,83,78,70,46,71,43,60,89,93,76,64,87,64,78,89,71,,68
0,0,San,1,San Jacinto County Sheriff Department,TX,Violent Crime Total,54,81,51,23,45,66,21,15,24,34,35,33,35,43,,44,50,49,54,41,55,60,58,55,60,82,117,66,70,66
0,0,San,0,San Juan Police Dept,TX,Violent Crime Total,24,14,16,40,81,97,37,46,41,61,55,58,81,64,,,86,79,,181,149,104,101,128,181,223,254,201,191,195
0,0,San,0,San Marcos Police Dept,TX,Violent Crime Total,154,200,199,164,150,185,167,184,146,173,129,157,157,168,139,181,125,147,129,130,156,168,168,161,182,152,159,164,220,180
0,0,Santa,0,Santa Fe City Police Dept,TX,Violent Crime Total,16,45,42,33,53,47,69,34,93,46,34,24,31,17,19,16,21,29,29,5,7,26,40,23,31,21,11,22,12,22
0,0,Schertz,0,Schertz Police Dept,TX,Violent Crime Total,22,14,15,20,42,42,41,37,36,18,38,30,33,23,30,39,33,38,28,43,36,75,60,81,86,71,84,64,68,65
1,1,Seabrook,0,Seabrook Police Dept,TX,Violent Crime Total,25,48,14,35,17,14,22,33,29,38,19,21,22,23,15,14,34,26,18,29,25,33,38,20,14,20,7,8,17,9
0,0,Seagoville,0,Seagoville Police Dept,TX,Violent Crime Total,39,57,55,27,46,41,68,68,82,77,102,64,40,58,46,43,35,51,56,54,56,38,45,29,33,13,15,15,8,22
0,0,Seguin,0,Seguin Police Dept,TX,Violent Crime Total,162,277,170,267,176,193,195,126,155,133,107,85,75,73,74,96,113,102,101,106,75,59,63,127,116,110,86,60,61,95
0,0,Sherman,0,Sherman Police Dept,TX,Violent Crime Total,131,167,193,243,154,222,227,193,232,225,284,259,211,175,182,198,249,180,168,145,159,153,146,153,187,180,158,139,120,142
0,0,Smith,1,Smith County Sheriff Department,TX,Violent Crime Total,123,242,146,171,204,195,184,239,265,288,305,279,354,307,314,165,198,231,461,311,337,315,332,309,312,184,238,264,193,215
0,0,Snyder,0,Snyder Police Dept,TX,Violent Crime Total,27,42,23,30,28,48,38,42,93,44,34,38,26,28,38,31,14,14,42,41,57,79,96,126,128,132,68,51,75,75
0,0,Socorro,0,Socorro Police Dept,TX,Violent Crime Total,,,,,,,,,,,68,85,98,48,41,38,121,49,66,72,82,107,109,81,104,91,57,55,58,42
0,0,South,0,South Houston Police Dept,TX,Violent Crime Total,57,57,45,63,71,91,88,64,46,81,85,83,79,75,79,77,72,115,126,98,111,124,106,126,105,113,118,90,92,81
0,0,Southlake,0,Southlake Police Dept,TX,Violent Crime Total,6,19,9,9,14,30,24,24,16,24,28,27,38,58,40,21,12,18,10,15,10,13,12,13,13,16,8,10,14,7
0,0,Stafford,0,Stafford Police Dept,TX,Violent Crime Total,26,43,19,25,34,56,52,60,53,65,51,66,52,44,63,49,71,57,77,94,103,84,98,65,78,82,74,78,94,78
0,0,Starr,1,Starr County Sheriff Department,TX,Violent Crime Total,35,35,40,45,73,103,99,72,126,138,241,143,199,105,84,48,49,67,83,63,50,45,80,102,89,113,71,101,105,97
0,0,Stephenville,0,Stephenville Police Dept,TX,Violent Crime Total,9,24,18,22,23,26,39,42,9,13,33,27,36,25,19,23,18,25,24,37,50,35,51,46,53,44,25,33,27,36
0,0,Sugar,0,Sugar Land Police Dept,TX,Violent Crime Total,11,19,12,11,19,48,53,49,68,128,108,131,125,96,111,95,138,181,154,155,117,101,100,138,113,142,96,109,108,99
0,0,Sulphur,0,Sulphur Springs Police Dept,TX,Violent Crime Total,28,39,56,63,89,94,135,128,180,176,145,104,73,57,69,55,49,36,39,41,40,29,30,53,39,43,32,39,25,36
0,0,Sweetwater,0,Sweetwater Police Dept,TX,Violent Crime Total,37,80,96,64,40,50,72,70,114,85,86,68,54,51,,,,43,37,28,41,36,103,140,176,141,99,121,83,
0,0,Tarrant,1,Tarrant County Sheriff Department,TX,Violent Crime Total,113,131,128,116,182,210,234,175,174,210,241,156,105,108,101,86,78,93,129,151,119,90,129,121,99,105,124,126,113,104
0,0,Taylor,0,Taylor Police Dept,TX,Violent Crime Total,43,52,50,61,69,62,83,64,91,114,99,87,57,32,30,55,52,44,29,30,19,33,13,11,10,17,18,23,30,61
0,0,Temple,0,Temple Police Dept,TX,Violent Crime Total,140,172,213,224,265,416,543,635,618,569,271,293,221,223,196,177,222,232,172,160,175,191,205,243,180,211,185,202,169,178
0,0,Terrell,0,Terrell Police Dept,TX,Violent Crime Total,68,80,99,117,151,171,174,176,113,115,100,79,67,122,186,217,196,230,172,87,140,187,149,101,128,121,69,64,78,92
0,0,Texarkana,0,Texarkana Police Dept,TX,Violent Crime Total,250,252,262,181,250,301,358,457,479,377,325,349,318,293,275,316,391,361,409,447,500,462,506,467,555,527,468,392,329,325
0,0,Texas,0,Texas City Police Dept,TX,Violent Crime Total,195,337,254,367,303,276,302,299,293,368,565,575,540,442,462,434,467,571,618,447,191,195,301,184,251,195,152,148,126,150
0,0,The,0,The Colony City Police Dept,TX,Violent Crime Total,38,19,20,21,18,35,41,37,38,59,85,34,21,27,64,34,44,49,25,30,29,33,59,55,53,53,51,38,48,54
0,0,The,0,The Village Police Dept,TX,Violent Crime Total,6,10,4,11,12,10,25,30,11,18,10,13,10,9,10,6,9,4,7,8,10,10,5,9,7,3,9,3,5,4
0,0,Tomball,0,Tomball Police Dept,TX,Violent Crime Total,37,57,50,35,34,33,23,32,48,28,33,32,29,31,24,24,29,57,49,27,29,42,32,43,33,32,33,36,31,42
0,0,Travis,1,Travis County Sheriff Department,TX,Violent Crime Total,579,460,328,325,280,251,287,334,545,464,365,268,343,413,465,342,332,365,415,348,323,281,262,290,531,495,367,448,487,537
0,0,Trophy,0,Trophy Club Police Dept,TX,Violent Crime Total,,,,,,,,0,2,11,6,1,3,2,7,12,0,5,13,5,5,3,5,0,6,5,6,1,9,7
0,0,Tyler,0,Tyler Police Dept,TX,Violent Crime Total,449,576,558,601,595,649,750,961,933,1176,705,630,518,526,,638,,644,717,541,574,563,652,635,529,656,503,537,376,467
0,0,Universal,0,Universal City Police Dept,TX,Violent Crime Total,39,36,38,34,44,71,82,104,120,56,98,56,62,64,52,,90,47,33,36,35,30,37,47,51,70,53,70,52,45
0,0,Upshur,1,Upshur County Sheriff Office,TX,Violent Crime Total,77,35,42,58,37,22,103,91,78,59,37,27,33,31,20,31,44,36,43,52,73,87,56,55,57,41,57,65,55,50
0,0,Uvalde,0,Uvalde Police Dept,TX,Violent Crime Total,33,25,62,51,61,69,45,42,54,51,60,79,64,48,59,92,74,66,57,58,104,85,87,86,69,39,35,75,104,75
0,0,Van,1,Van Zandt County Sheriff Department,TX,Violent Crime Total,42,38,78,46,47,46,36,26,41,27,36,122,140,87,121,88,72,93,136,125,100,83,79,66,68,88,78,75,86,47
0,0,Vernon,0,Vernon Police Dept,TX,Violent Crime Total,49,79,81,96,90,107,197,260,293,81,46,32,44,61,108,51,59,43,98,60,91,74,70,44,44,61,59,55,37,23
0,0,Victoria,1,Victoria County Sheriff Office,TX,Violent Crime Total,72,91,45,32,34,38,43,60,36,52,44,65,53,51,34,27,53,110,97,50,53,55,58,89,103,109,83,61,82,68
0,0,Victoria,0,Victoria Police Dept,TX,Violent Crime Total,328,399,434,444,402,537,706,689,576,661,616,597,547,428,442,442,440,478,528,416,300,337,346,435,431,388,392,405,397,339
0,0,Vidor,0,Vidor Police Dept,TX,Violent Crime Total,43,42,26,16,21,27,22,31,31,32,37,37,62,49,33,49,47,41,33,44,22,37,48,40,39,42,54,38,58,52
0,0,Walker,1,Walker County Sheriff Department,TX,Violent Crime Total,101,92,70,107,105,101,71,41,32,72,69,91,112,88,59,106,86,69,68,140,52,73,60,47,76,87,92,68,48,53
0,0,Waller,1,Waller County Sheriff Department,TX,Violent Crime Total,42,39,43,22,29,24,17,23,4,9,19,5,16,24,27,25,29,27,33,18,19,20,27,28,37,38,20,30,41,27
0,0,Watauga,0,Watauga Police Dept,TX,Violent Crime Total,22,31,41,39,10,16,25,44,41,50,28,29,28,28,33,37,30,77,53,66,55,53,69,80,102,60,93,46,22,23
0,0,Waxahachie,0,Waxahachie Police Dept,TX,Violent Crime Total,96,121,92,66,189,172,213,205,135,141,88,87,118,77,,48,90,62,69,94,113,104,118,119,106,82,73,45,33,29
0,0,Weatherford,0,Weatherford Police Dept,TX,Violent Crime Total,40,43,61,36,48,81,77,58,68,110,53,39,37,26,35,30,41,43,34,53,49,58,43,48,43,62,39,35,7,47
1,0,Webster,0,Webster Police Dept,TX,Violent Crime Total,23,30,41,37,36,32,29,42,43,31,39,32,39,46,28,71,45,63,86,64,70,65,46,47,46,41,49,43,46,28
